FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Date
37,Los Angeles County,1976,8,5335000.0,3400597.0,63.7,3099972.0,58.1,300625.0,8.8,1976-08-01
8,Colorado,1976,8,1865000.0,1240739.0,66.5,1167336.0,62.6,73403.0,5.9,1976-08-01
9,Connecticut,1976,8,2263000.0,1461785.0,64.6,1330638.0,58.8,131147.0,9.0,1976-08-01
10,Delaware,1976,8,422000.0,264729.0,62.7,240634.0,57.0,24095.0,9.1,1976-08-01
11,District of Columbia,1976,8,517000.0,330457.0,63.9,302239.0,58.5,28218.0,8.5,1976-08-01
12,Florida,1976,8,6532000.0,3604778.0,55.2,3280129.0,50.2,324649.0,9.0,1976-08-01
13,Georgia,1976,8,3567000.0,2282083.0,64.0,2100361.0,58.9,181722.0,8.0,1976-08-01
15,Hawaii,1976,8,594000.0,410746.0,69.1,374030.0,63.0,36716.0,8.9,1976-08-01
16,Idaho,1976,8,592000.0,375278.0,63.4,354421.0,59.9,20857.0,5.6,1976-08-01
17,Illinois,1976,8,8192000.0,5158877.0,63.0,4820203.0,58.8,338674.0,6.6,1976-08-01
18,Indiana,1976,8,3819000.0,2449140.0,64.1,2310665.0,60.5,138475.0,5.7,1976-08-01
19,Iowa,1976,8,2086000.0,1339444.0,64.2,1286630.0,61.7,52814.0,3.9,1976-08-01
20,Kansas,1976,8,1651000.0,1083238.0,65.6,1039120.0,62.9,44118.0,4.1,1976-08-01
21,Kentucky,1976,8,2494000.0,1495948.0,60.0,1415682.0,56.8,80266.0,5.4,1976-08-01
22,Louisiana,1976,8,2718000.0,1539743.0,56.6,1434489.0,52.8,105254.0,6.8,1976-08-01
23,Maine,1976,8,775000.0,477074.0,61.6,436650.0,56.3,40424.0,8.5,1976-08-01
24,Maryland,1976,8,2984000.0,1920064.0,64.3,1790491.0,60.0,129573.0,6.7,1976-08-01
25,Massachusetts,1976,8,4217000.0,2737072.0,64.9,2480928.0,58.8,256144.0,9.4,1976-08-01
26,Michigan,1976,8,6462000.0,4002534.0,61.9,3638029.0,56.3,364505.0,9.1,1976-08-01
27,Minnesota,1976,8,2819000.0,1860229.0,66.0,1754631.0,62.2,105598.0,5.7,1976-08-01
28,Mississippi,1976,8,1662000.0,972298.0,58.5,911025.0,54.8,61273.0,6.3,1976-08-01
29,Missouri,1976,8,3493000.0,2137481.0,61.2,2003403.0,57.4,134078.0,6.3,1976-08-01
30,Montana,1976,8,538000.0,333716.0,62.0,313948.0,58.4,19768.0,5.9,1976-08-01
31,Nebraska,1976,8,1103000.0,717810.0,65.1,696022.0,63.1,21788.0,3.0,1976-08-01
32,Nevada,1976,8,466000.0,330449.0,70.9,302259.0,64.9,28190.0,8.5,1976-08-01
33,New Hampshire,1976,8,604000.0,402807.0,66.7,377135.0,62.4,25672.0,6.4,1976-08-01
34,New Jersey,1976,8,5389000.0,3334781.0,61.9,2986322.0,55.4,348459.0,10.4,1976-08-01
35,New Mexico,1976,8,813000.0,490807.0,60.4,447786.0,55.1,43021.0,8.8,1976-08-01
36,New York,1976,8,13231000.0,7697112.0,58.2,6911023.0,52.2,786089.0,10.2,1976-08-01
51000,New York city,1976,8,5677000.0,3083428.0,54.3,2739832.0,48.3,343596.0,11.1,1976-08-01
37,North Carolina,1976,8,3948000.0,2615148.0,66.2,2460535.0,62.3,154613.0,5.9,1976-08-01
38,North Dakota,1976,8,448000.0,282109.0,63.0,271076.0,60.5,11033.0,3.9,1976-08-01
39,Ohio,1976,8,7738000.0,4746524.0,61.3,4392841.0,56.8,353683.0,7.5,1976-08-01
40,Oklahoma,1976,8,2027000.0,1193196.0,58.9,1127663.0,55.6,65533.0,5.5,1976-08-01
41,Oregon,1976,8,1745000.0,1103240.0,63.2,1002282.0,57.4,100958.0,9.2,1976-08-01
42,Pennsylvania,1976,8,8816000.0,5139416.0,58.3,4734956.0,53.7,404460.0,7.9,1976-08-01
44,Rhode Island,1976,8,697000.0,441680.0,63.4,406282.0,58.3,35398.0,8.0,1976-08-01
45,South Carolina,1976,8,2014000.0,1298220.0,64.5,1210174.0,60.1,88046.0,6.8,1976-08-01
46,South Dakota,1976,8,482000.0,313328.0,65.0,302959.0,62.9,10369.0,3.3,1976-08-01
47,Tennessee,1976,8,3122000.0,1869409.0,59.9,1755629.0,56.2,113780.0,6.1,1976-08-01
48,Texas,1976,8,8997000.0,5746131.0,63.9,5411416.0,60.1,334715.0,5.8,1976-08-01
49,Utah,1976,8,840000.0,528995.0,63.0,500367.0,59.6,28628.0,5.4,1976-08-01
50,Vermont,1976,8,344000.0,219598.0,63.8,201801.0,58.7,17797.0,8.1,1976-08-01
51,Virginia,1976,8,3590000.0,2343625.0,65.3,2207872.0,61.5,135753.0,5.8,1976-08-01
53,Washington,1976,8,2643000.0,1629901.0,61.7,1486231.0,56.2,143670.0,8.8,1976-08-01
54,West Virginia,1976,8,1371000.0,707154.0,51.6,657241.0,47.9,49913.0,7.1,1976-08-01
55,Wisconsin,1976,8,3272000.0,2156043.0,65.9,2039098.0,62.3,116945.0,5.4,1976-08-01
56,Wyoming,1976,8,277000.0,182764.0,66.0,175847.0,63.5,6917.0,3.8,1976-08-01
1,Alabama,1976,9,2645000.0,1510086.0,57.1,1407784.0,53.2,102302.0,6.8,1976-09-01
2,Alaska,1976,9,243000.0,167575.0,69.0,154158.0,63.4,13417.0,8.0,1976-09-01
4,Arizona,1976,9,1665000.0,994644.0,59.7,899322.0,54.0,95322.0,9.6,1976-09-01
5,Arkansas,1976,9,1552000.0,896397.0,57.8,837474.0,54.0,58923.0,6.6,1976-09-01
6,California,1976,9,15916000.0,9984738.0,62.7,9060468.0,56.9,924270.0,9.3,1976-09-01
37,Los Angeles County,1976,9,5341000.0,3406847.0,63.8,3101851.0,58.1,304996.0,9.0,1976-09-01
8,Colorado,1976,9,1870000.0,1247292.0,66.7,1171308.0,62.6,75984.0,6.1,1976-09-01
9,Connecticut,1976,9,2265000.0,1461222.0,64.5,1332358.0,58.8,128864.0,8.8,1976-09-01
10,Delaware,1976,9,422000.0,265321.0,62.9,240905.0,57.1,24416.0,9.2,1976-09-01
11,District of Columbia,1976,9,516000.0,329584.0,63.9,301089.0,58.4,28495.0,8.6,1976-09-01
12,Florida,1976,9,6549000.0,3610687.0,55.1,3285417.0,50.2,325270.0,9.0,1976-09-01
13,Georgia,1976,9,3574000.0,2289492.0,64.1,2106531.0,58.9,182961.0,8.0,1976-09-01
15,Hawaii,1976,9,596000.0,411366.0,69.0,374842.0,62.9,36524.0,8.9,1976-09-01
16,Idaho,1976,9,594000.0,377115.0,63.5,356049.0,59.9,21066.0,5.6,1976-09-01
17,Illinois,1976,9,8200000.0,5159755.0,62.9,4823052.0,58.8,336703.0,6.5,1976-09-01
18,Indiana,1976,9,3823000.0,2451677.0,64.1,2312229.0,60.5,139448.0,5.7,1976-09-01
19,Iowa,1976,9,2089000.0,1342977.0,64.3,1289878.0,61.7,53099.0,4.0,1976-09-01
20,Kansas,1976,9,1653000.0,1085961.0,65.7,1041807.0,63.0,44154.0,4.1,1976-09-01
21,Kentucky,1976,9,2499000.0,1496463.0,59.9,1417422.0,56.7,79041.0,5.3,1976-09-01
22,Louisiana,1976,9,2723000.0,1542901.0,56.7,1437013.0,52.8,105888.0,6.9,1976-09-01
23,Maine,1976,9,777000.0,477041.0,61.4,436115.0,56.1,40926.0,8.6,1976-09-01
24,Maryland,1976,9,2988000.0,1923574.0,64.4,1793461.0,60.0,130113.0,6.8,1976-09-01
25,Massachusetts,1976,9,4220000.0,2740933.0,65.0,2489163.0,59.0,251770.0,9.2,1976-09-01
26,Michigan,1976,9,6470000.0,4006576.0,61.9,3644978.0,56.3,361598.0,9.0,1976-09-01
27,Minnesota,1976,9,2823000.0,1866309.0,66.1,1758646.0,62.3,107663.0,5.8,1976-09-01
28,Mississippi,1976,9,1665000.0,974199.0,58.5,911748.0,54.8,62451.0,6.4,1976-09-01
29,Missouri,1976,9,3497000.0,2145119.0,61.3,2008347.0,57.4,136772.0,6.4,1976-09-01
30,Montana,1976,9,539000.0,335095.0,62.2,315187.0,58.5,19908.0,5.9,1976-09-01
31,Nebraska,1976,9,1104000.0,719951.0,65.2,697754.0,63.2,22197.0,3.1,1976-09-01
32,Nevada,1976,9,469000.0,332368.0,70.9,303905.0,64.8,28463.0,8.6,1976-09-01
33,New Hampshire,1976,9,606000.0,404325.0,66.7,378713.0,62.5,25612.0,6.3,1976-09-01
34,New Jersey,1976,9,5394000.0,3339635.0,61.9,2989066.0,55.4,350569.0,10.5,1976-09-01
35,New Mexico,1976,9,815000.0,492684.0,60.5,449124.0,55.1,43560.0,8.8,1976-09-01
36,New York,1976,9,13233000.0,7690103.0,58.1,6904623.0,52.2,785480.0,10.2,1976-09-01
51000,New York city,1976,9,5672000.0,3081632.0,54.3,2739837.0,48.3,341795.0,11.1,1976-09-01
37,North Carolina,1976,9,3955000.0,2616761.0,66.2,2460057.0,62.2,156704.0,6.0,1976-09-01
38,North Dakota,1976,9,448000.0,282882.0,63.1,271601.0,60.6,11281.0,4.0,1976-09-01
39,Ohio,1976,9,7745000.0,4746769.0,61.3,4393489.0,56.7,353280.0,7.4,1976-09-01
40,Oklahoma,1976,9,2030000.0,1194643.0,58.8,1129799.0,55.7,64844.0,5.4,1976-09-01
41,Oregon,1976,9,1751000.0,1110067.0,63.4,1007771.0,57.6,102296.0,9.2,1976-09-01
42,Pennsylvania,1976,9,8822000.0,5142439.0,58.3,4739253.0,53.7,403186.0,7.8,1976-09-01
44,Rhode Island,1976,9,698000.0,441420.0,63.2,405230.0,58.1,36190.0,8.2,1976-09-01
45,South Carolina,1976,9,2018000.0,1300012.0,64.4,1211941.0,60.1,88071.0,6.8,1976-09-01
46,South Dakota,1976,9,482000.0,314137.0,65.2,303375.0,62.9,10762.0,3.4,1976-09-01
47,Tennessee,1976,9,3129000.0,1877602.0,60.0,1761694.0,56.3,115908.0,6.2,1976-09-01
48,Texas,1976,9,9021000.0,5757393.0,63.8,5426080.0,60.1,331313.0,5.8,1976-09-01
49,Utah,1976,9,842000.0,530696.0,63.0,502112.0,59.6,28584.0,5.4,1976-09-01
50,Vermont,1976,9,345000.0,219695.0,63.7,202165.0,58.6,17530.0,8.0,1976-09-01
51,Virginia,1976,9,3598000.0,2347926.0,65.3,2212116.0,61.5,135810.0,5.8,1976-09-01
53,Washington,1976,9,2650000.0,1640538.0,61.9,1494060.0,56.4,146478.0,8.9,1976-09-01
54,West Virginia,1976,9,1374000.0,705119.0,51.3,656575.0,47.8,48544.0,6.9,1976-09-01
55,Wisconsin,1976,9,3276000.0,2160023.0,65.9,2042938.0,62.4,117085.0,5.4,1976-09-01
56,Wyoming,1976,9,278000.0,183631.0,66.1,176747.0,63.6,6884.0,3.7,1976-09-01
1,Alabama,1976,10,2650000.0,1514825.0,57.2,1410640.0,53.2,104185.0,6.9,1976-10-01
2,Alaska,1976,10,244000.0,168115.0,68.9,154116.0,63.2,13999.0,8.3,1976-10-01
4,Arizona,1976,10,1671000.0,1000041.0,59.8,904825.0,54.1,95216.0,9.5,1976-10-01
5,Arkansas,1976,10,1555000.0,898323.0,57.8,839525.0,54.0,58798.0,6.5,1976-10-01
6,California,1976,10,15954000.0,10026435.0,62.8,9088117.0,57.0,938318.0,9.4,1976-10-01
37,Los Angeles County,1976,10,5346000.0,3412343.0,63.8,3104352.0,58.1,307991.0,9.0,1976-10-01
8,Colorado,1976,10,1876000.0,1254866.0,66.9,1176460.0,62.7,78406.0,6.2,1976-10-01
9,Connecticut,1976,10,2267000.0,1459963.0,64.4,1333436.0,58.8,126527.0,8.7,1976-10-01
10,Delaware,1976,10,423000.0,265926.0,62.9,241226.0,57.0,24700.0,9.3,1976-10-01
11,District of Columbia,1976,10,516000.0,328852.0,63.7,300104.0,58.2,28748.0,8.7,1976-10-01
12,Florida,1976,10,6567000.0,3616716.0,55.1,3290080.0,50.1,326636.0,9.0,1976-10-01
13,Georgia,1976,10,3582000.0,2296535.0,64.1,2111771.0,59.0,184764.0,8.0,1976-10-01
15,Hawaii,1976,10,597000.0,412079.0,69.0,375729.0,62.9,36350.0,8.8,1976-10-01
16,Idaho,1976,10,595000.0,379000.0,63.7,357561.0,60.1,21439.0,5.7,1976-10-01
17,Illinois,1976,10,8209000.0,5161823.0,62.9,4828398.0,58.8,333425.0,6.5,1976-10-01
18,Indiana,1976,10,3828000.0,2451839.0,64.1,2310748.0,60.4,141091.0,5.8,1976-10-01
19,Iowa,1976,10,2091000.0,1347680.0,64.5,1293825.0,61.9,53855.0,4.0,1976-10-01
20,Kansas,1976,10,1655000.0,1088369.0,65.8,1043934.0,63.1,44435.0,4.1,1976-10-01
21,Kentucky,1976,10,2503000.0,1497691.0,59.8,1419629.0,56.7,78062.0,5.2,1976-10-01
22,Louisiana,1976,10,2729000.0,1545137.0,56.6,1439081.0,52.7,106056.0,6.9,1976-10-01
23,Maine,1976,10,778000.0,477229.0,61.3,435565.0,56.0,41664.0,8.7,1976-10-01
24,Maryland,1976,10,2993000.0,1926637.0,64.4,1796270.0,60.0,130367.0,6.8,1976-10-01
25,Massachusetts,1976,10,4224000.0,2741189.0,64.9,2493164.0,59.0,248025.0,9.0,1976-10-01
26,Michigan,1976,10,6477000.0,4011031.0,61.9,3650750.0,56.4,360281.0,9.0,1976-10-01
27,Minnesota,1976,10,2827000.0,1871364.0,66.2,1762052.0,62.3,109312.0,5.8,1976-10-01
28,Mississippi,1976,10,1667000.0,976180.0,58.6,912519.0,54.7,63661.0,6.5,1976-10-01
29,Missouri,1976,10,3501000.0,2151771.0,61.5,2012429.0,57.5,139342.0,6.5,1976-10-01
30,Montana,1976,10,540000.0,336763.0,62.4,316635.0,58.6,20128.0,6.0,1976-10-01
31,Nebraska,1976,10,1105000.0,721920.0,65.3,699366.0,63.3,22554.0,3.1,1976-10-01
32,Nevada,1976,10,471000.0,334399.0,71.0,305521.0,64.9,28878.0,8.6,1976-10-01
33,New Hampshire,1976,10,608000.0,405609.0,66.7,379990.0,62.5,25619.0,6.3,1976-10-01
34,New Jersey,1976,10,5398000.0,3344823.0,62.0,2991844.0,55.4,352979.0,10.6,1976-10-01
35,New Mexico,1976,10,818000.0,494734.0,60.5,450534.0,55.1,44200.0,8.9,1976-10-01
36,New York,1976,10,13234000.0,7681622.0,58.0,6897681.0,52.1,783941.0,10.2,1976-10-01
51000,New York city,1976,10,5666000.0,3078600.0,54.3,2739449.0,48.3,339151.0,11.0,1976-10-01
37,North Carolina,1976,10,3963000.0,2618089.0,66.1,2458347.0,62.0,159742.0,6.1,1976-10-01
38,North Dakota,1976,10,449000.0,283445.0,63.1,271931.0,60.6,11514.0,4.1,1976-10-01
39,Ohio,1976,10,7752000.0,4750521.0,61.3,4394717.0,56.7,355804.0,7.5,1976-10-01
40,Oklahoma,1976,10,2034000.0,1196782.0,58.8,1132518.0,55.7,64264.0,5.4,1976-10-01
41,Oregon,1976,10,1756000.0,1116315.0,63.6,1012804.0,57.7,103511.0,9.3,1976-10-01
42,Pennsylvania,1976,10,8828000.0,5146281.0,58.3,4740685.0,53.7,405596.0,7.9,1976-10-01
44,Rhode Island,1976,10,699000.0,441559.0,63.2,404478.0,57.9,37081.0,8.4,1976-10-01
45,South Carolina,1976,10,2023000.0,1302321.0,64.4,1213827.0,60.0,88494.0,6.8,1976-10-01
46,South Dakota,1976,10,483000.0,314756.0,65.2,303627.0,62.9,11129.0,3.5,1976-10-01
47,Tennessee,1976,10,3135000.0,1885556.0,60.1,1767245.0,56.4,118311.0,6.3,1976-10-01
48,Texas,1976,10,9044000.0,5768789.0,63.8,5438502.0,60.1,330287.0,5.7,1976-10-01
49,Utah,1976,10,845000.0,532340.0,63.0,503589.0,59.6,28751.0,5.4,1976-10-01
50,Vermont,1976,10,345000.0,219891.0,63.7,202554.0,58.7,17337.0,7.9,1976-10-01
51,Virginia,1976,10,3605000.0,2352640.0,65.3,2216796.0,61.5,135844.0,5.8,1976-10-01
53,Washington,1976,10,2657000.0,1650702.0,62.1,1501267.0,56.5,149435.0,9.1,1976-10-01
54,West Virginia,1976,10,1376000.0,704316.0,51.2,656262.0,47.7,48054.0,6.8,1976-10-01
55,Wisconsin,1976,10,3281000.0,2162764.0,65.9,2045627.0,62.3,117137.0,5.4,1976-10-01
56,Wyoming,1976,10,279000.0,184477.0,66.1,177567.0,63.6,6910.0,3.7,1976-10-01
1,Alabama,1976,11,2654000.0,1519978.0,57.3,1413890.0,53.3,106088.0,7.0,1976-11-01
2,Alaska,1976,11,244000.0,168505.0,69.1,153988.0,63.1,14517.0,8.6,1976-11-01
4,Arizona,1976,11,1678000.0,1005261.0,59.9,910344.0,54.3,94917.0,9.4,1976-11-01
5,Arkansas,1976,11,1558000.0,900677.0,57.8,841605.0,54.0,59072.0,6.6,1976-11-01
6,California,1976,11,15991000.0,10065325.0,62.9,9118908.0,57.0,946417.0,9.4,1976-11-01
37,Los Angeles County,1976,11,5351000.0,3416742.0,63.9,3107797.0,58.1,308945.0,9.0,1976-11-01
8,Colorado,1976,11,1881000.0,1262495.0,67.1,1181817.0,62.8,80678.0,6.4,1976-11-01
9,Connecticut,1976,11,2270000.0,1459150.0,64.3,1334835.0,58.8,124315.0,8.5,1976-11-01
10,Delaware,1976,11,424000.0,266655.0,62.9,241709.0,57.0,24946.0,9.4,1976-11-01
11,District of Columbia,1976,11,515000.0,328267.0,63.7,299335.0,58.1,28932.0,8.8,1976-11-01
12,Florida,1976,11,6584000.0,3623322.0,55.0,3295090.0,50.0,328232.0,9.1,1976-11-01
13,Georgia,1976,11,3590000.0,2302959.0,64.1,2116529.0,59.0,186430.0,8.1,1976-11-01
