FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Date
54,West Virginia,2000,6,1430881.0,798327.0,55.8,753891.0,52.7,44436.0,5.6,2000-06-01
55,Wisconsin,2000,6,4083387.0,2980746.0,73.0,2877989.0,70.5,102757.0,3.4,2000-06-01
56,Wyoming,2000,6,372708.0,265429.0,71.2,255534.0,68.6,9895.0,3.7,2000-06-01
1,Alabama,2000,7,3381112.0,2148425.0,63.5,2048806.0,60.6,99619.0,4.6,2000-07-01
2,Alaska,2000,7,435285.0,319728.0,73.5,299374.0,68.8,20354.0,6.4,2000-07-01
4,Arizona,2000,7,3846150.0,2505768.0,65.2,2406144.0,62.6,99624.0,4.0,2000-07-01
5,Arkansas,2000,7,2027486.0,1257794.0,62.0,1206132.0,59.5,51662.0,4.1,2000-07-01
6,California,2000,7,25129040.0,16891204.0,67.2,16045529.0,63.9,845675.0,5.0,2000-07-01
37,Los Angeles County,2000,7,7065288.0,4683119.0,66.3,4426557.0,62.7,256562.0,5.5,2000-07-01
8,Colorado,2000,7,3265019.0,2351583.0,72.0,2285895.0,70.0,65688.0,2.8,2000-07-01
9,Connecticut,2000,7,2595699.0,1763579.0,67.9,1726828.0,66.5,36751.0,2.1,2000-07-01
10,Delaware,2000,7,597511.0,412695.0,69.1,398174.0,66.6,14521.0,3.5,2000-07-01
11,District of Columbia,2000,7,457322.0,309310.0,67.6,291947.0,63.8,17363.0,5.6,2000-07-01
12,Florida,2000,7,12490992.0,7915101.0,63.4,7618003.0,61.0,297098.0,3.8,2000-07-01
13,Georgia,2000,7,6095637.0,4195158.0,68.8,4045237.0,66.4,149921.0,3.6,2000-07-01
15,Hawaii,2000,7,899696.0,604665.0,67.2,579251.0,64.4,25414.0,4.2,2000-07-01
16,Idaho,2000,7,951636.0,661535.0,69.5,630573.0,66.3,30962.0,4.7,2000-07-01
17,Illinois,2000,7,9342500.0,6479569.0,69.4,6192899.0,66.3,286670.0,4.4,2000-07-01
18,Indiana,2000,7,4602797.0,3124124.0,67.9,3029948.0,65.8,94176.0,3.0,2000-07-01
19,Iowa,2000,7,2233517.0,1591807.0,71.3,1549367.0,69.4,42440.0,2.7,2000-07-01
20,Kansas,2000,7,2001565.0,1400506.0,70.0,1348477.0,67.4,52029.0,3.7,2000-07-01
21,Kentucky,2000,7,3087006.0,1952453.0,63.2,1872146.0,60.6,80307.0,4.1,2000-07-01
22,Louisiana,2000,7,3290062.0,2020021.0,61.4,1916245.0,58.2,103776.0,5.1,2000-07-01
23,Maine,2000,7,994312.0,676891.0,68.1,654935.0,65.9,21956.0,3.2,2000-07-01
24,Maryland,2000,7,3995430.0,2803140.0,70.2,2699959.0,67.6,103181.0,3.7,2000-07-01
25,Massachusetts,2000,7,4927185.0,3320903.0,67.4,3230716.0,65.6,90187.0,2.7,2000-07-01
26,Michigan,2000,7,7516888.0,5161538.0,68.7,4963487.0,66.0,198051.0,3.8,2000-07-01
27,Minnesota,2000,7,3731593.0,2796219.0,74.9,2710281.0,72.6,85938.0,3.1,2000-07-01
28,Mississippi,2000,7,2097352.0,1311569.0,62.5,1240884.0,59.2,70685.0,5.4,2000-07-01
29,Missouri,2000,7,4234869.0,2959075.0,69.9,2860221.0,67.5,98854.0,3.3,2000-07-01
30,Montana,2000,7,687201.0,470640.0,68.5,447742.0,65.2,22898.0,4.9,2000-07-01
31,Nebraska,2000,7,1284222.0,940475.0,73.2,913996.0,71.2,26479.0,2.8,2000-07-01
32,Nevada,2000,7,1525098.0,1071045.0,70.2,1026505.0,67.3,44540.0,4.2,2000-07-01
33,New Hampshire,2000,7,949936.0,686019.0,72.2,667752.0,70.3,18267.0,2.7,2000-07-01
34,New Jersey,2000,7,6442405.0,4277522.0,66.4,4124213.0,64.0,153309.0,3.6,2000-07-01
35,New Mexico,2000,7,1342330.0,847708.0,63.2,805288.0,60.0,42420.0,5.0,2000-07-01
36,New York,2000,7,14542058.0,9125937.0,62.8,8713627.0,59.9,412310.0,4.5,2000-07-01
51000,New York city,2000,7,6203489.0,3661182.0,59.0,3450207.0,55.6,210975.0,5.8,2000-07-01
37,North Carolina,2000,7,6116247.0,4132807.0,67.6,3975568.0,65.0,157239.0,3.8,2000-07-01
38,North Dakota,2000,7,485034.0,343458.0,70.8,333575.0,68.8,9883.0,2.9,2000-07-01
39,Ohio,2000,7,8623100.0,5772145.0,66.9,5533834.0,64.2,238311.0,4.1,2000-07-01
40,Oklahoma,2000,7,2581467.0,1655090.0,64.1,1604901.0,62.2,50189.0,3.0,2000-07-01
41,Oregon,2000,7,2641995.0,1815771.0,68.7,1718976.0,65.1,96795.0,5.3,2000-07-01
42,Pennsylvania,2000,7,9484852.0,6100848.0,64.3,5840592.0,61.6,260256.0,4.3,2000-07-01
44,Rhode Island,2000,7,812214.0,542334.0,66.8,520402.0,64.1,21932.0,4.0,2000-07-01
45,South Carolina,2000,7,3029307.0,1967570.0,65.0,1896050.0,62.6,71520.0,3.6,2000-07-01
46,South Dakota,2000,7,561293.0,406682.0,72.5,396425.0,70.6,10257.0,2.5,2000-07-01
47,Tennessee,2000,7,4360007.0,2843354.0,65.2,2732399.0,62.7,110955.0,3.9,2000-07-01
48,Texas,2000,7,15209668.0,10377110.0,68.2,9928931.0,65.3,448179.0,4.3,2000-07-01
49,Utah,2000,7,1582087.0,1138485.0,72.0,1100536.0,69.6,37949.0,3.3,2000-07-01
50,Vermont,2000,7,474137.0,333823.0,70.4,324495.0,68.4,9328.0,2.8,2000-07-01
51,Virginia,2000,7,5305513.0,3603301.0,67.9,3521861.0,66.4,81440.0,2.3,2000-07-01
53,Washington,2000,7,4465718.0,3062492.0,68.6,2905102.0,65.1,157390.0,5.1,2000-07-01
54,West Virginia,2000,7,1430940.0,797553.0,55.7,753299.0,52.6,44254.0,5.5,2000-07-01
55,Wisconsin,2000,7,4086446.0,2980138.0,72.9,2876222.0,70.4,103916.0,3.5,2000-07-01
56,Wyoming,2000,7,372881.0,265552.0,71.2,255598.0,68.5,9954.0,3.7,2000-07-01
1,Alabama,2000,8,3383000.0,2145806.0,63.4,2046438.0,60.5,99368.0,4.6,2000-08-01
2,Alaska,2000,8,436005.0,319501.0,73.3,299196.0,68.6,20305.0,6.4,2000-08-01
4,Arizona,2000,8,3854318.0,2509795.0,65.1,2410282.0,62.5,99513.0,4.0,2000-08-01
5,Arkansas,2000,8,2028871.0,1256658.0,61.9,1205038.0,59.4,51620.0,4.1,2000-08-01
6,California,2000,8,25169130.0,16912559.0,67.2,16077726.0,63.9,834833.0,4.9,2000-08-01
37,Los Angeles County,2000,8,7072650.0,4685665.0,66.3,4433842.0,62.7,251823.0,5.4,2000-08-01
8,Colorado,2000,8,3272158.0,2352837.0,71.9,2286627.0,69.9,66210.0,2.8,2000-08-01
9,Connecticut,2000,8,2597717.0,1762580.0,67.9,1726202.0,66.5,36378.0,2.1,2000-08-01
10,Delaware,2000,8,598260.0,413711.0,69.2,399110.0,66.7,14601.0,3.5,2000-08-01
11,District of Columbia,2000,8,457808.0,310370.0,67.8,292914.0,64.0,17456.0,5.6,2000-08-01
12,Florida,2000,8,12515529.0,7927888.0,63.3,7631789.0,61.0,296099.0,3.7,2000-08-01
13,Georgia,2000,8,6106711.0,4197893.0,68.7,4050169.0,66.3,147724.0,3.5,2000-08-01
15,Hawaii,2000,8,900880.0,604361.0,67.1,579431.0,64.3,24930.0,4.1,2000-08-01
16,Idaho,2000,8,953253.0,662450.0,69.5,631268.0,66.2,31182.0,4.7,2000-08-01
17,Illinois,2000,8,9348727.0,6470478.0,69.2,6184674.0,66.2,285804.0,4.4,2000-08-01
18,Indiana,2000,8,4605922.0,3119607.0,67.7,3028754.0,65.8,90853.0,2.9,2000-08-01
19,Iowa,2000,8,2234450.0,1594735.0,71.4,1551231.0,69.4,43504.0,2.7,2000-08-01
20,Kansas,2000,8,2002897.0,1398788.0,69.8,1346124.0,67.2,52664.0,3.8,2000-08-01
21,Kentucky,2000,8,3088835.0,1952636.0,63.2,1871273.0,60.6,81363.0,4.2,2000-08-01
22,Louisiana,2000,8,3291053.0,2018464.0,61.3,1913398.0,58.1,105066.0,5.2,2000-08-01
23,Maine,2000,8,995366.0,675236.0,67.8,653461.0,65.7,21775.0,3.2,2000-08-01
24,Maryland,2000,8,4001068.0,2808516.0,70.2,2704511.0,67.6,104005.0,3.7,2000-08-01
25,Massachusetts,2000,8,4931295.0,3319367.0,67.3,3230226.0,65.5,89141.0,2.7,2000-08-01
26,Michigan,2000,8,7521977.0,5155400.0,68.5,4954722.0,65.9,200678.0,3.9,2000-08-01
27,Minnesota,2000,8,3736229.0,2800915.0,75.0,2712672.0,72.6,88243.0,3.2,2000-08-01
28,Mississippi,2000,8,2098336.0,1308916.0,62.4,1239549.0,59.1,69367.0,5.3,2000-08-01
29,Missouri,2000,8,4238409.0,2961548.0,69.9,2858754.0,67.4,102794.0,3.5,2000-08-01
30,Montana,2000,8,687818.0,470035.0,68.3,447276.0,65.0,22759.0,4.8,2000-08-01
31,Nebraska,2000,8,1285076.0,940191.0,73.2,913479.0,71.1,26712.0,2.8,2000-08-01
32,Nevada,2000,8,1530505.0,1075404.0,70.3,1030033.0,67.3,45371.0,4.2,2000-08-01
33,New Hampshire,2000,8,951267.0,686453.0,72.2,668665.0,70.3,17788.0,2.6,2000-08-01
34,New Jersey,2000,8,6447784.0,4276329.0,66.3,4120337.0,63.9,155992.0,3.6,2000-08-01
35,New Mexico,2000,8,1343615.0,848807.0,63.2,806561.0,60.0,42246.0,5.0,2000-08-01
36,New York,2000,8,14551594.0,9117431.0,62.7,8707865.0,59.8,409566.0,4.5,2000-08-01
51000,New York city,2000,8,6206621.0,3656912.0,58.9,3449164.0,55.6,207748.0,5.7,2000-08-01
37,North Carolina,2000,8,6125465.0,4138263.0,67.6,3976980.0,64.9,161283.0,3.9,2000-08-01
38,North Dakota,2000,8,485168.0,343378.0,70.8,333430.0,68.7,9948.0,2.9,2000-08-01
39,Ohio,2000,8,8627701.0,5768356.0,66.9,5531601.0,64.1,236755.0,4.1,2000-08-01
40,Oklahoma,2000,8,2583127.0,1654996.0,64.1,1605055.0,62.1,49941.0,3.0,2000-08-01
41,Oregon,2000,8,2645438.0,1814990.0,68.6,1718327.0,65.0,96663.0,5.3,2000-08-01
42,Pennsylvania,2000,8,9489389.0,6107333.0,64.4,5845275.0,61.6,262058.0,4.3,2000-08-01
44,Rhode Island,2000,8,812871.0,541610.0,66.6,519931.0,64.0,21679.0,4.0,2000-08-01
45,South Carolina,2000,8,3033062.0,1970181.0,65.0,1899857.0,62.6,70324.0,3.6,2000-08-01
46,South Dakota,2000,8,561700.0,407017.0,72.5,396545.0,70.6,10472.0,2.6,2000-08-01
47,Tennessee,2000,8,4364101.0,2842152.0,65.1,2730794.0,62.6,111358.0,3.9,2000-08-01
48,Texas,2000,8,15237288.0,10381273.0,68.1,9938287.0,65.2,442986.0,4.3,2000-08-01
49,Utah,2000,8,1585066.0,1140306.0,71.9,1101606.0,69.5,38700.0,3.4,2000-08-01
50,Vermont,2000,8,474534.0,333870.0,70.4,324481.0,68.4,9389.0,2.8,2000-08-01
51,Virginia,2000,8,5313237.0,3608218.0,67.9,3527678.0,66.4,80540.0,2.2,2000-08-01
53,Washington,2000,8,4472080.0,3060057.0,68.4,2901511.0,64.9,158546.0,5.2,2000-08-01
54,West Virginia,2000,8,1430930.0,797186.0,55.7,753137.0,52.6,44049.0,5.5,2000-08-01
55,Wisconsin,2000,8,4090346.0,2980324.0,72.9,2876001.0,70.3,104323.0,3.5,2000-08-01
56,Wyoming,2000,8,373160.0,265793.0,71.2,255786.0,68.5,10007.0,3.8,2000-08-01
1,Alabama,2000,9,3384954.0,2143683.0,63.3,2044605.0,60.4,99078.0,4.6,2000-09-01
2,Alaska,2000,9,436703.0,319379.0,73.1,299145.0,68.5,20234.0,6.3,2000-09-01
4,Arizona,2000,9,3862641.0,2515316.0,65.1,2416193.0,62.6,99123.0,3.9,2000-09-01
5,Arkansas,2000,9,2030343.0,1256348.0,61.9,1204599.0,59.3,51749.0,4.1,2000-09-01
6,California,2000,9,25210598.0,16938388.0,67.2,16116418.0,63.9,821970.0,4.9,2000-09-01
37,Los Angeles County,2000,9,7080080.0,4689321.0,66.2,4442707.0,62.7,246614.0,5.3,2000-09-01
8,Colorado,2000,9,3279445.0,2354714.0,71.8,2288961.0,69.8,65753.0,2.8,2000-09-01
9,Connecticut,2000,9,2599834.0,1761921.0,67.8,1725752.0,66.4,36169.0,2.1,2000-09-01
10,Delaware,2000,9,599058.0,414987.0,69.3,400291.0,66.8,14696.0,3.5,2000-09-01
11,District of Columbia,2000,9,458313.0,311799.0,68.0,294197.0,64.2,17602.0,5.6,2000-09-01
12,Florida,2000,9,12540580.0,7943109.0,63.3,7647811.0,61.0,295298.0,3.7,2000-09-01
13,Georgia,2000,9,6117957.0,4202661.0,68.7,4057481.0,66.3,145180.0,3.5,2000-09-01
15,Hawaii,2000,9,902021.0,604651.0,67.0,580114.0,64.3,24537.0,4.1,2000-09-01
16,Idaho,2000,9,954911.0,663664.0,69.5,632414.0,66.2,31250.0,4.7,2000-09-01
17,Illinois,2000,9,9355314.0,6464012.0,69.1,6177019.0,66.0,286993.0,4.4,2000-09-01
18,Indiana,2000,9,4609160.0,3118159.0,67.7,3027961.0,65.7,90198.0,2.9,2000-09-01
19,Iowa,2000,9,2235453.0,1598615.0,71.5,1554123.0,69.5,44492.0,2.8,2000-09-01
20,Kansas,2000,9,2004294.0,1398107.0,69.8,1344654.0,67.1,53453.0,3.8,2000-09-01
21,Kentucky,2000,9,3090738.0,1953956.0,63.2,1871416.0,60.5,82540.0,4.2,2000-09-01
22,Louisiana,2000,9,3292127.0,2019292.0,61.3,1912761.0,58.1,106531.0,5.3,2000-09-01
23,Maine,2000,9,996484.0,674107.0,67.6,652528.0,65.5,21579.0,3.2,2000-09-01
24,Maryland,2000,9,4006848.0,2815078.0,70.3,2710736.0,67.7,104342.0,3.7,2000-09-01
25,Massachusetts,2000,9,4935510.0,3322310.0,67.3,3233676.0,65.5,88634.0,2.7,2000-09-01
26,Michigan,2000,9,7527264.0,5151116.0,68.4,4949296.0,65.8,201820.0,3.9,2000-09-01
27,Minnesota,2000,9,3740968.0,2807876.0,75.1,2717412.0,72.6,90464.0,3.2,2000-09-01
28,Mississippi,2000,9,2099386.0,1306205.0,62.2,1238406.0,59.0,67799.0,5.2,2000-09-01
29,Missouri,2000,9,4242048.0,2966443.0,69.9,2858890.0,67.4,107553.0,3.6,2000-09-01
30,Montana,2000,9,688494.0,469538.0,68.2,447013.0,64.9,22525.0,4.8,2000-09-01
31,Nebraska,2000,9,1285946.0,940542.0,73.1,913615.0,71.0,26927.0,2.9,2000-09-01
32,Nevada,2000,9,1535937.0,1080203.0,70.3,1033962.0,67.3,46241.0,4.3,2000-09-01
33,New Hampshire,2000,9,952633.0,687256.0,72.1,669882.0,70.3,17374.0,2.5,2000-09-01
34,New Jersey,2000,9,6453432.0,4277843.0,66.3,4119187.0,63.8,158656.0,3.7,2000-09-01
35,New Mexico,2000,9,1344959.0,850499.0,63.2,808320.0,60.1,42179.0,5.0,2000-09-01
36,New York,2000,9,14561626.0,9115598.0,62.6,8709918.0,59.8,405680.0,4.5,2000-09-01
51000,New York city,2000,9,6209748.0,3654778.0,58.9,3450628.0,55.6,204150.0,5.6,2000-09-01
37,North Carolina,2000,9,6134908.0,4144413.0,67.6,3979877.0,64.9,164536.0,4.0,2000-09-01
38,North Dakota,2000,9,485326.0,343470.0,70.8,333485.0,68.7,9985.0,2.9,2000-09-01
39,Ohio,2000,9,8632517.0,5767952.0,66.8,5533665.0,64.1,234287.0,4.1,2000-09-01
40,Oklahoma,2000,9,2584880.0,1655317.0,64.0,1606011.0,62.1,49306.0,3.0,2000-09-01
41,Oregon,2000,9,2648904.0,1814758.0,68.5,1718866.0,64.9,95892.0,5.3,2000-09-01
42,Pennsylvania,2000,9,9494133.0,6116446.0,64.4,5853615.0,61.7,262831.0,4.3,2000-09-01
44,Rhode Island,2000,9,813592.0,541160.0,66.5,519801.0,63.9,21359.0,3.9,2000-09-01
45,South Carolina,2000,9,3036929.0,1973827.0,65.0,1904354.0,62.7,69473.0,3.5,2000-09-01
46,South Dakota,2000,9,562152.0,407561.0,72.5,396911.0,70.6,10650.0,2.6,2000-09-01
47,Tennessee,2000,9,4368303.0,2842960.0,65.1,2731506.0,62.5,111454.0,3.9,2000-09-01
48,Texas,2000,9,15265731.0,10392976.0,68.1,9955279.0,65.2,437697.0,4.2,2000-09-01
49,Utah,2000,9,1588111.0,1142695.0,72.0,1103163.0,69.5,39532.0,3.5,2000-09-01
50,Vermont,2000,9,474963.0,334165.0,70.4,324778.0,68.4,9387.0,2.8,2000-09-01
51,Virginia,2000,9,5321136.0,3616522.0,68.0,3536839.0,66.5,79683.0,2.2,2000-09-01
53,Washington,2000,9,4478562.0,3058641.0,68.3,2899785.0,64.7,158856.0,5.2,2000-09-01
54,West Virginia,2000,9,1430982.0,797397.0,55.7,753632.0,52.7,43765.0,5.5,2000-09-01
55,Wisconsin,2000,9,4094330.0,2982332.0,72.8,2877839.0,70.3,104493.0,3.5,2000-09-01
56,Wyoming,2000,9,373473.0,266171.0,71.3,256151.0,68.6,10020.0,3.8,2000-09-01
1,Alabama,2000,10,3386749.0,2142500.0,63.3,2043660.0,60.3,98840.0,4.6,2000-10-01
2,Alaska,2000,10,437414.0,319390.0,73.0,299242.0,68.4,20148.0,6.3,2000-10-01
4,Arizona,2000,10,3870853.0,2522711.0,65.2,2423853.0,62.6,98858.0,3.9,2000-10-01
5,Arkansas,2000,10,2031717.0,1256887.0,61.9,1204906.0,59.3,51981.0,4.1,2000-10-01
6,California,2000,10,25251047.0,16971019.0,67.2,16161003.0,64.0,810016.0,4.8,2000-10-01
37,Los Angeles County,2000,10,7087400.0,4695970.0,66.3,4454253.0,62.8,241717.0,5.1,2000-10-01
8,Colorado,2000,10,3286587.0,2357224.0,71.7,2292738.0,69.8,64486.0,2.7,2000-10-01
9,Connecticut,2000,10,2601818.0,1761521.0,67.7,1725222.0,66.3,36299.0,2.1,2000-10-01
10,Delaware,2000,10,599815.0,416620.0,69.5,401792.0,67.0,14828.0,3.6,2000-10-01
11,District of Columbia,2000,10,458787.0,313226.0,68.3,295439.0,64.4,17787.0,5.7,2000-10-01
12,Florida,2000,10,12565060.0,7961725.0,63.4,7666032.0,61.0,295693.0,3.7,2000-10-01
13,Georgia,2000,10,6128917.0,4209828.0,68.7,4066725.0,66.4,143103.0,3.4,2000-10-01
15,Hawaii,2000,10,903199.0,605645.0,67.1,581330.0,64.4,24315.0,4.0,2000-10-01
16,Idaho,2000,10,956524.0,665172.0,69.5,634012.0,66.3,31160.0,4.7,2000-10-01
17,Illinois,2000,10,9361489.0,6461120.0,69.0,6170288.0,65.9,290832.0,4.5,2000-10-01
18,Indiana,2000,10,4612204.0,3118907.0,67.6,3027874.0,65.6,91033.0,2.9,2000-10-01
19,Iowa,2000,10,2236401.0,1602473.0,71.7,1557033.0,69.6,45440.0,2.8,2000-10-01
20,Kansas,2000,10,2005620.0,1398661.0,69.7,1344346.0,67.0,54315.0,3.9,2000-10-01
21,Kentucky,2000,10,3092503.0,1956096.0,63.3,1872429.0,60.5,83667.0,4.3,2000-10-01
22,Louisiana,2000,10,3293031.0,2022466.0,61.4,1914562.0,58.1,107904.0,5.3,2000-10-01
23,Maine,2000,10,997584.0,673631.0,67.5,652260.0,65.4,21371.0,3.2,2000-10-01
24,Maryland,2000,10,4012417.0,2822317.0,70.3,2718008.0,67.7,104309.0,3.7,2000-10-01
25,Massachusetts,2000,10,4939561.0,3330215.0,67.4,3241233.0,65.6,88982.0,2.7,2000-10-01
26,Michigan,2000,10,7532247.0,5151119.0,68.4,4947516.0,65.7,203603.0,4.0,2000-10-01
27,Minnesota,2000,10,3745558.0,2817021.0,75.2,2724864.0,72.7,92157.0,3.3,2000-10-01
28,Mississippi,2000,10,2100347.0,1304166.0,62.1,1237829.0,58.9,66337.0,5.1,2000-10-01
29,Missouri,2000,10,4245566.0,2973514.0,70.0,2860898.0,67.4,112616.0,3.8,2000-10-01
30,Montana,2000,10,689093.0,469187.0,68.1,446981.0,64.9,22206.0,4.7,2000-10-01
31,Nebraska,2000,10,1286786.0,941713.0,73.2,914579.0,71.1,27134.0,2.9,2000-10-01
32,Nevada,2000,10,1541300.0,1085482.0,70.4,1038295.0,67.4,47187.0,4.3,2000-10-01
33,New Hampshire,2000,10,953974.0,688621.0,72.2,671381.0,70.4,17240.0,2.5,2000-10-01
34,New Jersey,2000,10,6458754.0,4281094.0,66.3,4120662.0,63.8,160432.0,3.7,2000-10-01
35,New Mexico,2000,10,1346254.0,852693.0,63.3,810471.0,60.2,42222.0,5.0,2000-10-01
36,New York,2000,10,14571050.0,9119253.0,62.6,8718953.0,59.8,400300.0,4.4,2000-10-01
51000,New York city,2000,10,6212886.0,3654561.0,58.8,3454195.0,55.6,200366.0,5.5,2000-10-01
37,North Carolina,2000,10,6144048.0,4152646.0,67.6,3985161.0,64.9,167485.0,4.0,2000-10-01
38,North Dakota,2000,10,485445.0,343806.0,70.8,333853.0,68.8,9953.0,2.9,2000-10-01
39,Ohio,2000,10,8636970.0,5772101.0,66.8,5541330.0,64.2,230771.0,4.0,2000-10-01
40,Oklahoma,2000,10,2586457.0,1656568.0,64.0,1607959.0,62.2,48609.0,2.9,2000-10-01
41,Oregon,2000,10,2652320.0,1815501.0,68.4,1720587.0,64.9,94914.0,5.2,2000-10-01
42,Pennsylvania,2000,10,9498465.0,6128875.0,64.5,5865982.0,61.8,262893.0,4.3,2000-10-01
44,Rhode Island,2000,10,814276.0,541164.0,66.5,520054.0,63.9,21110.0,3.9,2000-10-01
45,South Carolina,2000,10,3040602.0,1978778.0,65.1,1909092.0,62.8,69686.0,3.5,2000-10-01
46,South Dakota,2000,10,562570.0,408349.0,72.6,397561.0,70.7,10788.0,2.6,2000-10-01
47,Tennessee,2000,10,4372331.0,2845434.0,65.1,2734033.0,62.5,111401.0,3.9,2000-10-01
48,Texas,2000,10,15293455.0,10411458.0,68.1,9979898.0,65.3,431560.0,4.1,2000-10-01
49,Utah,2000,10,1591065.0,1145560.0,72.0,1105186.0,69.5,40374.0,3.5,2000-10-01
50,Vermont,2000,10,475365.0,334674.0,70.4,325306.0,68.4,9368.0,2.8,2000-10-01
51,Virginia,2000,10,5328774.0,3628041.0,68.1,3548838.0,66.6,79203.0,2.2,2000-10-01
53,Washington,2000,10,4484907.0,3058342.0,68.2,2899614.0,64.7,158728.0,5.2,2000-10-01
54,West Virginia,2000,10,1430931.0,798168.0,55.8,754817.0,52.8,43351.0,5.4,2000-10-01
55,Wisconsin,2000,10,4098183.0,2986683.0,72.9,2881759.0,70.3,104924.0,3.5,2000-10-01
56,Wyoming,2000,10,373747.0,266674.0,71.4,256688.0,68.7,9986.0,3.7,2000-10-01
1,Alabama,2000,11,3388222.0,2142591.0,63.2,2043564.0,60.3,99027.0,4.6,2000-11-01
2,Alaska,2000,11,438120.0,319572.0,72.9,299517.0,68.4,20055.0,6.3,2000-11-01
4,Arizona,2000,11,3878620.0,2531877.0,65.3,2432513.0,62.7,99364.0,3.9,2000-11-01
5,Arkansas,2000,11,2032898.0,1258100.0,61.9,1205665.0,59.3,52435.0,4.2,2000-11-01
6,California,2000,11,25289439.0,17009649.0,67.3,16206301.0,64.1,803348.0,4.7,2000-11-01
37,Los Angeles County,2000,11,7094530.0,4706600.0,66.3,4468168.0,63.0,238432.0,5.1,2000-11-01
8,Colorado,2000,11,3293505.0,2360154.0,71.7,2297034.0,69.7,63120.0,2.7,2000-11-01
9,Connecticut,2000,11,2603564.0,1761211.0,67.6,1724127.0,66.2,37084.0,2.1,2000-11-01
10,Delaware,2000,11,600542.0,418504.0,69.7,403521.0,67.2,14983.0,3.6,2000-11-01
11,District of Columbia,2000,11,459228.0,314236.0,68.4,296227.0,64.5,18009.0,5.7,2000-11-01
12,Florida,2000,11,12587828.0,7983612.0,63.4,7684764.0,61.0,298848.0,3.7,2000-11-01
13,Georgia,2000,11,6139426.0,4218830.0,68.7,4076326.0,66.4,142504.0,3.4,2000-11-01
15,Hawaii,2000,11,904417.0,607196.0,67.1,582841.0,64.4,24355.0,4.0,2000-11-01
16,Idaho,2000,11,958066.0,666964.0,69.6,635894.0,66.4,31070.0,4.7,2000-11-01
17,Illinois,2000,11,9366795.0,6462012.0,69.0,6163734.0,65.8,298278.0,4.6,2000-11-01
18,Indiana,2000,11,4614890.0,3120994.0,67.6,3028540.0,65.6,92454.0,3.0,2000-11-01
19,Iowa,2000,11,2237083.0,1605648.0,71.8,1559083.0,69.7,46565.0,2.9,2000-11-01
20,Kansas,2000,11,2006735.0,1400140.0,69.8,1344960.0,67.0,55180.0,3.9,2000-11-01
21,Kentucky,2000,11,3094070.0,1958664.0,63.3,1873587.0,60.6,85077.0,4.3,2000-11-01
22,Louisiana,2000,11,3293682.0,2027149.0,61.5,1917889.0,58.2,109260.0,5.4,2000-11-01
23,Maine,2000,11,998541.0,673776.0,67.5,652508.0,65.3,21268.0,3.2,2000-11-01
24,Maryland,2000,11,4017649.0,2829103.0,70.4,2724893.0,67.8,104210.0,3.7,2000-11-01
25,Massachusetts,2000,11,4943069.0,3341758.0,67.6,3251066.0,65.8,90692.0,2.7,2000-11-01
26,Michigan,2000,11,7536564.0,5155752.0,68.4,4947991.0,65.7,207761.0,4.0,2000-11-01
27,Minnesota,2000,11,3749866.0,2827278.0,75.4,2733875.0,72.9,93403.0,3.3,2000-11-01
28,Mississippi,2000,11,2101099.0,1303254.0,62.0,1237809.0,58.9,65445.0,5.0,2000-11-01
29,Missouri,2000,11,4248648.0,2981598.0,70.2,2864034.0,67.4,117564.0,3.9,2000-11-01
30,Montana,2000,11,689664.0,468944.0,68.0,447039.0,64.8,21905.0,4.7,2000-11-01
31,Nebraska,2000,11,1287480.0,943581.0,73.3,916209.0,71.2,27372.0,2.9,2000-11-01
32,Nevada,2000,11,1546593.0,1091079.0,70.5,1042743.0,67.4,48336.0,4.4,2000-11-01
33,New Hampshire,2000,11,955232.0,690482.0,72.3,672906.0,70.4,17576.0,2.5,2000-11-01
34,New Jersey,2000,11,6463419.0,4284358.0,66.3,4123354.0,63.8,161004.0,3.8,2000-11-01
35,New Mexico,2000,11,1347416.0,855104.0,63.5,812698.0,60.3,42406.0,5.0,2000-11-01
36,New York,2000,11,14578924.0,9124453.0,62.6,8730312.0,59.9,394141.0,4.3,2000-11-01
51000,New York city,2000,11,6215779.0,3654859.0,58.8,3458087.0,55.6,196772.0,5.4,2000-11-01
37,North Carolina,2000,11,6152646.0,4162913.0,67.7,3991820.0,64.9,171093.0,4.1,2000-11-01
38,North Dakota,2000,11,485539.0,344343.0,70.9,334489.0,68.9,9854.0,2.9,2000-11-01
39,Ohio,2000,11,8640579.0,5780659.0,66.9,5553345.0,64.3,227314.0,3.9,2000-11-01
40,Oklahoma,2000,11,2587837.0,1658779.0,64.1,1610444.0,62.2,48335.0,2.9,2000-11-01
41,Oregon,2000,11,2655482.0,1817085.0,68.4,1722569.0,64.9,94516.0,5.2,2000-11-01
42,Pennsylvania,2000,11,9501657.0,6144217.0,64.7,5880745.0,61.9,263472.0,4.3,2000-11-01
44,Rhode Island,2000,11,814855.0,541623.0,66.5,520454.0,63.9,21169.0,3.9,2000-11-01
45,South Carolina,2000,11,3044050.0,1984941.0,65.2,1913201.0,62.9,71740.0,3.6,2000-11-01
